Time [s],Displacement [m],Force [N]
0.000000,0.0000000000e+00,5.3909007059e-06
0.050000,4.5319727222e-06,3.7402170014e-05
0.100000,1.0373815104e-05,1.0338893178e-04
0.150000,1.2559010496e-05,3.3944655497e-04
0.200000,2.0267745062e-05,5.4673214016e-04
0.250000,2.5406898578e-05,8.0288856397e-04
0.300000,3.0537712064e-05,1.2482053622e-03
0.350000,3.5540641740e-05,1.5265971082e-03
0.400000,4.0778936625e-05,1.9296347353e-03
0.450000,4.4434100806e-05,2.6672808549e-03
0.500000,5.0400504784e-05,3.0415427654e-03
0.550000,5.4351998669e-05,3.6915168491e-03
0.600000,5.8469247876e-05,4.4950837143e-03
0.650000,6.5031457286e-05,4.6990818498e-03
0.700000,7.2348120676e-05,5.7353859857e-03
0.750000,7.6687094720e-05,5.9100125791e-03
0.800000,8.0933387280e-05,6.5095066300e-03
0.850000,8.3498847015e-05,7.7939959976e-03
0.900000,8.8953131144e-05,8.9668834951e-03
0.950000,9.4698117073e-05,9.5428612108e-03
1.000000,1.0022560984e-04,1.0013207283e-02
1.050000,1.0507381833e-04,1.2070646598e-02
1.100000,1.0942388470e-04,1.2242223050e-02
1.150000,1.1492076514e-04,1.3041864336e-02
1.200000,1.2018507364e-04,1.5174392711e-02
1.250000,1.2411249284e-04,1.4901806025e-02
1.300000,1.2893996005e-04,1.6184681122e-02
1.350000,1.3283471815e-04,1.5497854304e-02
1.400000,1.4016932390e-04,1.8454222782e-02
1.450000,1.4508270024e-04,1.8816754522e-02
1.500000,1.5152391527e-04,1.8426509609e-02
1.550000,1.5424123330e-04,2.5000624600e-02
1.600000,1.5967209545e-04,2.4868613902e-02
1.650000,1.6658854682e-04,2.4164770945e-02
1.700000,1.6805594278e-04,2.4166551792e-02
1.750000,1.7535258775e-04,2.4742810356e-02
1.800000,1.8147111621e-04,2.9198351051e-02
1.850000,1.8438020210e-04,2.9271753308e-02
1.900000,1.9110341027e-04,3.1916639028e-02
1.950000,1.9327291359e-04,3.3818886833e-02
2.000000,1.9868280583e-04,3.5767555794e-02
2.050000,2.0495204663e-04,3.4591558358e-02
2.100000,2.0997826970e-04,3.5126195921e-02
2.150000,2.1279148836e-04,3.5671391598e-02
2.200000,2.1880037855e-04,4.0541685187e-02
