Time [s],Displacement [m],Force [N]
0.000000,1.1436666072e-07,-9.3130771771e-06
0.050000,6.0336953800e-06,5.5789493255e-05
0.100000,9.1436289819e-06,1.7193668677e-04
0.150000,1.6053545773e-05,3.2830800049e-04
0.200000,1.9708473311e-05,6.4522812300e-04
0.250000,2.5953573891e-05,9.0211640325e-04
0.300000,3.2481152788e-05,1.2027283151e-03
0.350000,3.4706425972e-05,1.6533261803e-03
0.400000,3.9557675840e-05,2.2793761594e-03
0.450000,4.7376352924e-05,2.8268340410e-03
0.500000,5.2475530883e-05,3.6609057490e-03
0.550000,5.4148895257e-05,4.3463980853e-03
0.600000,6.0549793979e-05,4.3649408930e-03
0.650000,6.6043850502e-05,5.1724738058e-03
0.700000,6.9608944238e-05,5.8814558572e-03
0.750000,7.4364617782e-05,7.1313577162e-03
0.800000,7.7540147008e-05,7.9847000624e-03
0.850000,8.3630015886e-05,9.3411794692e-03
0.900000,8.8312635613e-05,9.9960129485e-03
0.950000,9.6037554381e-05,1.0660765376e-02
1.000000,1.0041791020e-04,1.2117149958e-02
1.050000,1.0585794512e-04,1.1699772770e-02
1.100000,1.1238076303e-04,1.4011892355e-02
1.150000,1.1430574372e-04,1.6468841713e-02
1.200000,1.1796869320e-04,1.6664090476e-02
1.250000,1.2571295523e-04,1.5706814464e-02
1.300000,1.2960678992e-04,1.6518246493e-02
1.350000,1.3567600014e-04,1.9319721497e-02
1.400000,1.3957877708e-04,2.1269853147e-02
1.450000,1.4608135017e-04,1.9529326948e-02
1.500000,1.4965565911e-04,2.2590127326e-02
1.550000,1.5687417793e-04,2.3778907849e-02
1.600000,1.5879803537e-04,2.7906508307e-02
1.650000,1.6588159337e-04,2.8786948003e-02
1.700000,1.6921941750e-04,2.8414955269e-02
1.750000,1.7563145881e-04,3.2135267739e-02
1.800000,1.7919685956e-04,3.2625553894e-02
1.850000,1.8461741169e-04,3.2879337523e-02
1.900000,1.8981038321e-04,3.6434280219e-02
1.950000,1.9641265807e-04,3.7861313605e-02
2.000000,2.0159067187e-04,3.8399883668e-02
2.050000,2.0538924931e-04,3.6372636152e-02
2.100000,2.1020577311e-04,4.0492869150e-02
2.150000,2.1537982567e-04,4.4986754532e-02
2.200000,2.1703466774e-04,4.5738577170e-02
2.250000,2.2509779254e-04,4.7360287529e-02
2.300000,2.3013721385e-04,5.0458805797e-02
2.350000,2.3373571045e-04,5.0776201521e-02
