Time [s],Displacement [m],Force [N]
0.000000,0.0000000000e+00,8.0851066564e-06
0.050000,7.0088670969e-06,1.0522370659e-05
0.100000,9.2200766742e-06,4.9339014513e-05
0.150000,1.5482697667e-05,9.3186589021e-05
0.200000,2.1328267753e-05,1.8766006321e-04
0.250000,2.5740146203e-05,2.7467282368e-04
0.300000,2.8902300242e-05,3.7341289821e-04
0.350000,3.3735827280e-05,4.8045711755e-04
0.400000,3.9409180952e-05,5.9113319940e-04
0.450000,4.3870821821e-05,7.4874225834e-04
0.500000,5.0791056233e-05,9.1122066946e-04
0.550000,5.3844752585e-05,1.0451979404e-03
0.600000,5.9737114309e-05,1.2650751011e-03
0.650000,6.4531285127e-05,1.3432422504e-03
0.700000,6.8884543785e-05,1.6156599997e-03
0.750000,7.3410607554e-05,1.7920203443e-03
0.800000,8.0968199519e-05,1.9953604625e-03
0.850000,8.5531341542e-05,2.2475443006e-03
0.900000,9.1647569275e-05,2.3772309097e-03
0.950000,9.4881357503e-05,2.5706459236e-03
1.000000,9.9199621443e-05,2.8257643816e-03
1.050000,1.0666321429e-04,3.0297511532e-03
1.100000,1.0964049673e-04,3.3028771740e-03
1.150000,1.1490176508e-04,3.5253207622e-03
1.200000,1.2006786968e-04,3.6036718954e-03
1.250000,1.2721556571e-04,3.9775354043e-03
1.300000,1.2866417517e-04,4.2000639614e-03
1.350000,1.3723143582e-04,4.3920943820e-03
1.400000,1.3873989576e-04,4.5630637194e-03
1.450000,1.4503828772e-04,4.6103015562e-03
1.500000,1.5002137032e-04,4.9894753440e-03
1.550000,1.5551652690e-04,5.0476178749e-03
1.600000,1.5875998533e-04,5.5334944181e-03
1.650000,1.6643561469e-04,5.8076294802e-03
1.700000,1.6900483146e-04,5.9680955461e-03
1.750000,1.7467739022e-04,6.2775006278e-03
1.800000,1.7847242421e-04,6.2931861705e-03
1.850000,1.8459137623e-04,6.3697204388e-03
1.900000,1.8905350084e-04,7.0310046706e-03
1.950000,1.9637151736e-04,7.0802574846e-03
2.000000,2.0012399656e-04,7.6005919837e-03
2.050000,2.0483186094e-04,7.7476100760e-03
2.100000,2.1054102410e-04,8.1051550815e-03
2.150000,2.1517816099e-04,8.2096668859e-03
2.200000,2.2063353193e-04,8.5842926391e-03
2.250000,2.2467524189e-04,8.9071331384e-03
2.300000,2.2904732093e-04,8.8620853813e-03
2.350000,2.3483882209e-04,9.1537395276e-03
