Time [s],Displacement [m],Force [N]
0.000000,0.0000000000e+00,-1.0352845400e-05
0.050000,5.4861263022e-06,7.6805703965e-02
0.100000,9.4504765637e-06,1.4867557076e-01
0.150000,1.5850527959e-05,2.2421584675e-01
0.200000,2.0614456938e-05,2.8495903042e-01
0.250000,2.4901734021e-05,3.4667919341e-01
0.300000,2.8943412283e-05,4.1590333338e-01
0.350000,3.6108664548e-05,4.5903351988e-01
0.400000,4.0779520680e-05,4.9518076458e-01
0.450000,4.5739675688e-05,5.5655784579e-01
0.500000,5.1156577559e-05,5.8608302614e-01
0.550000,5.4681687503e-05,6.4349419582e-01
0.600000,6.0510515059e-05,6.8862886010e-01
0.650000,6.5485305738e-05,7.2244491044e-01
0.700000,6.9374408308e-05,7.6153780232e-01
0.750000,7.5755430686e-05,7.9972290136e-01
0.800000,8.0710944779e-05,8.5402684267e-01
0.850000,8.4754577256e-05,8.8217247329e-01
0.900000,8.9952611848e-05,9.1504736062e-01
0.950000,9.5931210814e-05,9.4825348672e-01
1.000000,1.0065505693e-04,9.9985636445e-01
1.050000,1.0539172490e-04,1.0542797671e+00
1.100000,1.1083151901e-04,1.0266294293e+00
1.150000,1.1595491610e-04,1.0711320105e+00
1.200000,1.2021591508e-04,1.1078900490e+00
1.250000,1.2543043825e-04,1.1997369152e+00
1.300000,1.2958589424e-04,1.1620719867e+00
1.350000,1.3568141358e-04,1.2189830738e+00
1.400000,1.4184555953e-04,1.2083465647e+00
1.450000,1.4422440804e-04,1.2801432510e+00
1.500000,1.5358803018e-04,1.3272036965e+00
1.550000,1.5509475507e-04,1.2910395538e+00
1.600000,1.6186864618e-04,1.4260978714e+00
1.650000,1.6506975570e-04,1.3991953429e+00
1.700000,1.7178144637e-04,1.3887495655e+00
1.750000,1.7628918933e-04,1.4579069561e+00
1.800000,1.7912886765e-04,1.4439001875e+00
1.850000,1.8626646023e-04,1.4962317496e+00
1.900000,1.9079674725e-04,1.5113479621e+00
1.950000,1.9526790464e-04,1.5739435822e+00
2.000000,2.0061103352e-04,1.5941305105e+00
2.050000,2.0518798531e-04,1.6628358136e+00
2.100000,2.1083255884e-04,1.5885549791e+00
2.150000,2.1629556748e-04,1.6476876205e+00
2.200000,2.2064732606e-04,1.7577563476e+00
2.250000,2.2401446082e-04,1.7452456083e+00
2.300000,2.2909716547e-04,1.7754768878e+00
2.350000,2.3448078295e-04,1.7446981767e+00
2.400000,2.4039026061e-04,1.8233614233e+00
2.450000,2.4429410832e-04,1.7651468357e+00
2.500000,2.4994916925e-04,1.8426589862e+00
2.550000,2.5510442511e-04,1.8481911496e+00
2.600000,2.5790037905e-04,1.9396851846e+00
2.650000,2.6292966117e-04,1.8349225163e+00
2.700000,2.7112457538e-04,2.0059224400e+00
2.750000,2.7578834011e-04,1.9096203811e+00
2.800000,2.7998977457e-04,2.1102102979e+00
2.850000,2.8437541889e-04,1.9846754903e+00
2.900000,2.9099014729e-04,2.0814576654e+00
2.950000,2.9664360948e-04,2.1747845959e+00
3.000000,3.0308110481e-04,2.0755019448e+00
3.050000,3.0576392042e-04,2.1913946760e+00
3.100000,3.1044468421e-04,2.2282021175e+00
3.150000,3.1512933366e-04,2.2254008812e+00
3.200000,3.2010093521e-04,2.2621880098e+00
3.250000,3.2517841709e-04,2.3012685540e+00
3.300000,3.3124345144e-04,2.3852555364e+00
3.350000,3.3406889445e-04,2.3005892837e+00
3.400000,3.4018893313e-04,2.3375264765e+00
3.450000,3.4538415552e-04,2.3580200356e+00
3.500000,3.5049826438e-04,2.3930401810e+00
3.550000,3.5603730206e-04,2.3749837498e+00
3.600000,3.5987844088e-04,2.5789093659e+00
3.650000,3.6424578740e-04,2.4474856547e+00
3.700000,3.7005006300e-04,2.4444996706e+00
3.750000,3.7519171558e-04,2.5657278691e+00
3.800000,3.8101077709e-04,2.5513458702e+00
3.850000,3.8369882993e-04,2.6173078868e+00
3.900000,3.9039463483e-04,2.5636844566e+00
3.950000,3.9533796721e-04,2.6969684077e+00
4.000000,3.9988430613e-04,2.7321025974e+00
4.050000,4.0540936406e-04,2.7373485528e+00
4.100000,4.0960929582e-04,2.7582605072e+00
4.150000,4.1375612497e-04,2.7727878453e+00
4.200000,4.2052538448e-04,2.7307846925e+00
4.250000,4.2591724076e-04,2.7467751407e+00
4.300000,4.3148509209e-04,2.6878694679e+00
4.350000,4.3530155755e-04,2.8020987292e+00
4.400000,4.3996659192e-04,2.9741773718e+00
4.450000,4.4573425715e-04,2.8672025474e+00
4.500000,4.5183714280e-04,2.8630365254e+00
4.550000,4.5583118195e-04,2.8572752727e+00
4.600000,4.5872133140e-04,2.9470035977e+00
4.650000,4.6550012526e-04,3.0589989364e+00
4.700000,4.7163920372e-04,2.9824194709e+00
4.750000,4.7379858072e-04,3.0567422484e+00
4.800000,4.8040105433e-04,3.0492706172e+00
4.850000,4.8405379180e-04,3.1015445379e+00
4.900000,4.9173695341e-04,3.0350879896e+00
4.950000,4.9463770585e-04,3.1740431058e+00
5.000000,4.9935582006e-04,3.1397461336e+00
5.050000,5.0643277802e-04,3.1912195162e+00
