Time [s],Displacement [m],Force [N]
0.000000,2.0153844479e-07,4.7535488360e-06
0.050000,6.1610432357e-06,1.3361153467e-02
0.100000,1.0941144125e-05,1.9239030017e-02
0.150000,1.7122665242e-05,2.3292463099e-02
0.200000,2.0393452104e-05,2.7548870221e-02
0.250000,2.4169634992e-05,3.1512188550e-02
0.300000,3.0880167325e-05,2.9355324037e-02
0.350000,3.4041872454e-05,3.6485546287e-02
0.400000,4.0406486088e-05,3.9303427519e-02
0.450000,4.6653459754e-05,3.9201661549e-02
0.500000,4.8871220335e-05,4.4651611773e-02
0.550000,5.5696743877e-05,4.9308059046e-02
0.600000,5.9635071264e-05,4.7348313605e-02
0.650000,6.5067182568e-05,5.1143065389e-02
0.700000,6.9445266084e-05,5.2238111373e-02
0.750000,7.6034925081e-05,5.2080642608e-02
0.800000,7.9468146295e-05,5.3284999891e-02
0.850000,8.4931390261e-05,5.4089166552e-02
0.900000,8.9194507307e-05,5.0891965746e-02
0.950000,9.4913605863e-05,5.4608350357e-02
1.000000,9.9608521269e-05,6.2446256526e-02
1.050000,1.0524145136e-04,6.3795725859e-02
1.100000,1.1247630038e-04,6.1435259730e-02
1.150000,1.1615477604e-04,6.3270056902e-02
1.200000,1.2125471254e-04,6.7437278381e-02
1.250000,1.2390772345e-04,6.7612255443e-02
1.300000,1.2968657218e-04,6.8967245928e-02
1.350000,1.3490220549e-04,6.8719734416e-02
1.400000,1.4039190313e-04,6.7873552110e-02
1.450000,1.4451074736e-04,7.2347668362e-02
1.500000,1.5153520604e-04,6.6642729003e-02
1.550000,1.5288612518e-04,7.1848344486e-02
1.600000,1.6098572219e-04,7.0343838545e-02
1.650000,1.6554584743e-04,8.2865995675e-02
1.700000,1.7068888208e-04,7.6007597616e-02
1.750000,1.7400130967e-04,7.4006407677e-02
1.800000,1.7946871733e-04,8.2728121551e-02
1.850000,1.8498163540e-04,7.1160479618e-02
1.900000,1.8972814992e-04,8.7747117655e-02
1.950000,1.9459580088e-04,7.7514084961e-02
2.000000,2.0250131757e-04,7.7739573943e-02
2.050000,2.0429157442e-04,7.7071657621e-02
2.100000,2.1129568594e-04,8.7129567964e-02
2.150000,2.1322341924e-04,9.7214150186e-02
2.200000,2.1832610445e-04,9.2612254171e-02
2.250000,2.2447479780e-04,8.7790637628e-02
2.300000,2.2962531523e-04,9.2687662478e-02
