Time [s],Displacement [m],Force [N]
0.000000,0.0000000000e+00,0.0000000000e+00
0.050000,5.0000000000e-06,4.2177240421e-05
0.100000,1.0000000000e-05,1.5718386583e-04
0.150000,1.5000000000e-05,3.3567189814e-04
0.200000,2.0000000000e-05,5.7298540001e-04
0.250000,2.5000000000e-05,8.6625192688e-04
0.300000,3.0000000000e-05,1.2133097429e-03
0.350000,3.5000000000e-05,1.6123105126e-03
0.400000,4.0000000000e-05,2.0615706159e-03
0.450000,4.5000000000e-05,2.5595140491e-03
0.500000,5.0000000000e-05,3.1046491356e-03
0.550000,5.5000000000e-05,3.6955577862e-03
0.600000,6.0000000000e-05,4.3308894817e-03
0.650000,6.5000000000e-05,5.0093570934e-03
0.700000,7.0000000000e-05,5.7297334760e-03
0.750000,7.5000000000e-05,6.4908484350e-03
0.800000,8.0000000000e-05,7.2915859196e-03
0.850000,8.5000000000e-05,8.1308813805e-03
0.900000,9.0000000000e-05,9.0077192659e-03
0.950000,9.5000000000e-05,9.9211306452e-03
1.000000,1.0000000000e-04,1.0870190948e-02
1.050000,1.0500000000e-04,1.1854017817e-02
1.100000,1.1000000000e-04,1.2871769059e-02
1.150000,1.1500000000e-04,1.3922640706e-02
1.200000,1.2000000000e-04,1.5005865159e-02
1.250000,1.2500000000e-04,1.6120709436e-02
1.300000,1.3000000000e-04,1.7266473489e-02
1.350000,1.3500000000e-04,1.8442488619e-02
1.400000,1.4000000000e-04,1.9648115958e-02
1.450000,1.4500000000e-04,2.0882745027e-02
1.500000,1.5000000000e-04,2.2145792369e-02
1.550000,1.5500000000e-04,2.3436700239e-02
1.600000,1.6000000000e-04,2.4754935371e-02
1.650000,1.6500000000e-04,2.6099987790e-02
1.700000,1.7000000000e-04,2.7471369696e-02
1.750000,1.7500000000e-04,2.8868614392e-02
1.800000,1.8000000000e-04,3.0291275272e-02
1.850000,1.8500000000e-04,3.1738924848e-02
1.900000,1.9000000000e-04,3.3211153840e-02
1.950000,1.9500000000e-04,3.4707570291e-02
2.000000,2.0000000000e-04,3.6227798745e-02
2.050000,2.0500000000e-04,3.7771479447e-02
2.100000,2.1000000000e-04,3.9338267596e-02
2.150000,2.1500000000e-04,4.0927832627e-02
2.200000,2.2000000000e-04,4.2539857527e-02
2.250000,2.2500000000e-04,4.4174038192e-02
2.300000,2.3000000000e-04,4.5830082804e-02
2.350000,2.3500000000e-04,4.7507711250e-02
2.400000,2.4000000000e-04,4.9206654561e-02
2.450000,2.4500000000e-04,5.0926654381e-02
2.500000,2.5000000000e-04,5.2667462462e-02
2.550000,2.5500000000e-04,5.4428840185e-02
2.600000,2.6000000000e-04,5.6210558101e-02
2.650000,2.6500000000e-04,5.8012395497e-02
2.700000,2.7000000000e-04,5.9834139980e-02
2.750000,2.7500000000e-04,6.1675587089e-02
2.800000,2.8000000000e-04,6.3536539912e-02
2.850000,2.8500000000e-04,6.5416808739e-02
2.900000,2.9000000000e-04,6.7316210714e-02
2.950000,2.9500000000e-04,6.9234569519e-02
3.000000,3.0000000000e-04,7.1171715066e-02
3.050000,3.0500000000e-04,7.3127483201e-02
3.100000,3.1000000000e-04,7.5101715431e-02
3.150000,3.1500000000e-04,7.7094258658e-02
3.200000,3.2000000000e-04,7.9104964927e-02
3.250000,3.2500000000e-04,8.1133691185e-02
3.300000,3.3000000000e-04,8.3180299060e-02
3.350000,3.3500000000e-04,8.5244654636e-02
3.400000,3.4000000000e-04,8.7326628252e-02
3.450000,3.4500000000e-04,8.9426094305e-02
3.500000,3.5000000000e-04,9.1542931063e-02
3.550000,3.5500000000e-04,9.3677020487e-02
3.600000,3.6000000000e-04,9.5828248063e-02
3.650000,3.6500000000e-04,9.7996502641e-02
3.700000,3.7000000000e-04,1.0018167628e-01
3.750000,3.7500000000e-04,1.0238366411e-01
3.800000,3.8000000000e-04,1.0460236418e-01
3.850000,3.8500000000e-04,1.0683767734e-01
3.900000,3.9000000000e-04,1.0908950710e-01
3.950000,3.9500000000e-04,1.1135775953e-01
4.000000,4.0000000000e-04,1.1364234314e-01
4.050000,4.0500000000e-04,1.1594316876e-01
4.100000,4.1000000000e-04,1.1826014944e-01
4.150000,4.1500000000e-04,1.2059320038e-01
4.200000,4.2000000000e-04,1.2294223878e-01
4.250000,4.2500000000e-04,1.2530718381e-01
4.300000,4.3000000000e-04,1.2768795650e-01
4.350000,4.3500000000e-04,1.3008447966e-01
4.400000,4.4000000000e-04,1.3249667779e-01
4.450000,4.4500000000e-04,1.3492447704e-01
4.500000,4.5000000000e-04,1.3736780511e-01
4.550000,4.5500000000e-04,1.3982659120e-01
4.600000,4.6000000000e-04,1.4230076595e-01
4.650000,4.6500000000e-04,1.4479026135e-01
4.700000,4.7000000000e-04,1.4729501074e-01
4.750000,4.7500000000e-04,1.4981494869e-01
4.800000,4.8000000000e-04,1.5235001101e-01
4.850000,4.8500000000e-04,1.5490013465e-01
4.900000,4.9000000000e-04,1.5746525767e-01
4.950000,4.9500000000e-04,1.6004531923e-01
5.000000,5.0000000000e-04,1.6264025949e-01
5.050000,5.0500000000e-04,1.6525001960e-01
5.100000,5.1000000000e-04,1.6787454168e-01
5.150000,5.1500000000e-04,1.7051376873e-01
5.200000,5.2000000000e-04,1.7316764465e-01
5.250000,5.2500000000e-04,1.7583611418e-01
5.300000,5.3000000000e-04,1.7851912287e-01
5.350000,5.3500000000e-04,1.8121661704e-01
5.400000,5.4000000000e-04,1.8392854378e-01
5.450000,5.4500000000e-04,1.8665485090e-01
5.500000,5.5000000000e-04,1.8939548690e-01
5.550000,5.5500000000e-04,1.9215040098e-01
5.600000,5.6000000000e-04,1.9491954296e-01
5.650000,5.6500000000e-04,1.9770286331e-01
