Time [s],Displacement [m],Force [N]
0.000000,4.3517503018e-07,3.0306996781e-06
0.050000,4.9159573283e-06,1.7888829954e-03
0.100000,1.0349998334e-05,4.6338955600e-03
0.150000,1.3256575051e-05,8.6906897617e-03
0.200000,1.9738321047e-05,1.3353534394e-02
0.250000,2.6282580463e-05,1.8074226720e-02
0.300000,3.0205938082e-05,2.3415612883e-02
0.350000,3.5102280980e-05,2.9116759142e-02
0.400000,3.8542129661e-05,3.3685384136e-02
0.450000,4.5342495845e-05,4.1605638343e-02
0.500000,4.8459647456e-05,4.6303392969e-02
0.550000,5.4815134403e-05,5.2067423889e-02
0.600000,6.0532918552e-05,6.0557932799e-02
0.650000,6.5569413580e-05,6.4554643262e-02
0.700000,7.0720485075e-05,7.3743924935e-02
0.750000,7.6069586488e-05,7.7925983327e-02
0.800000,7.9976724140e-05,8.0585714990e-02
0.850000,8.4031621982e-05,9.0060810860e-02
0.900000,9.0433920316e-05,9.6441448695e-02
0.950000,9.6270322052e-05,1.0431987029e-01
1.000000,9.7950349148e-05,1.1109519135e-01
1.050000,1.0381378614e-04,1.1595514903e-01
1.100000,1.0948516680e-04,1.2123221126e-01
1.150000,1.1504467884e-04,1.3139710394e-01
1.200000,1.1936981264e-04,1.3659798564e-01
1.250000,1.2512725917e-04,1.3729074929e-01
1.300000,1.3004192409e-04,1.4668982451e-01
1.350000,1.3319912376e-04,1.5687096667e-01
1.400000,1.4108007325e-04,1.6575469891e-01
1.450000,1.4461919188e-04,1.6648417419e-01
1.500000,1.5113377785e-04,1.6709218752e-01
1.550000,1.5438136987e-04,1.7333598611e-01
1.600000,1.6051453185e-04,1.8510263734e-01
1.650000,1.6475467141e-04,1.8824720287e-01
1.700000,1.7085276969e-04,1.9493620921e-01
1.750000,1.7549088571e-04,1.9475578872e-01
1.800000,1.7952435404e-04,2.0205499449e-01
1.850000,1.8519212488e-04,2.1576178787e-01
1.900000,1.9054829998e-04,2.1339854062e-01
1.950000,1.9676435778e-04,2.1714735278e-01
2.000000,2.0002040889e-04,2.2516889177e-01
2.050000,2.0317263589e-04,2.2978007797e-01
2.100000,2.0946383503e-04,2.3674744953e-01
2.150000,2.1498937869e-04,2.4376275077e-01
2.200000,2.2239369827e-04,2.4262249573e-01
2.250000,2.2471794491e-04,2.5725581439e-01
2.300000,2.3113441184e-04,2.6073630860e-01
2.350000,2.3505144079e-04,2.6278619772e-01
2.400000,2.3809166720e-04,2.8175350413e-01
2.450000,2.4560428869e-04,2.7502748649e-01
2.500000,2.4801825361e-04,2.8078068257e-01
2.550000,2.5395422895e-04,2.7623360096e-01
2.600000,2.6054802559e-04,2.8906395179e-01
2.650000,2.6526338925e-04,2.9546585907e-01
2.700000,2.7069927399e-04,3.0505721590e-01
2.750000,2.7504393449e-04,3.1841315112e-01
2.800000,2.7944347180e-04,3.1471021144e-01
2.850000,2.8628867930e-04,3.1241744954e-01
2.900000,2.8957948981e-04,3.1103448764e-01
2.950000,2.9505178145e-04,3.1959754676e-01
3.000000,3.0064127691e-04,3.2446821955e-01
3.050000,3.0610672053e-04,3.1899580528e-01
3.100000,3.0937210420e-04,3.2928296934e-01
3.150000,3.1556590656e-04,3.4821523731e-01
3.200000,3.1973437231e-04,3.3993664959e-01
3.250000,3.2543420712e-04,3.4218439332e-01
3.300000,3.2971983935e-04,3.5436616371e-01
3.350000,3.3709548505e-04,3.5311068327e-01
3.400000,3.3864323632e-04,3.6296849238e-01
3.450000,3.4615665134e-04,3.6268971192e-01
3.500000,3.5127675091e-04,3.6749022284e-01
3.550000,3.5631248325e-04,3.7070953359e-01
3.600000,3.5888817745e-04,3.6983512550e-01
3.650000,3.6435517910e-04,3.8573196522e-01
3.700000,3.6981504133e-04,3.9922927018e-01
3.750000,3.7524713184e-04,3.8380089869e-01
3.800000,3.8040530702e-04,3.8357376354e-01
3.850000,3.8715819874e-04,3.9207183725e-01
3.900000,3.9071005662e-04,3.8610166140e-01
3.950000,3.9614338223e-04,3.9414989426e-01
4.000000,3.9898820491e-04,3.9235906120e-01
4.050000,4.0442160054e-04,4.1684117085e-01
4.100000,4.0949016919e-04,4.1447063459e-01
4.150000,4.1484555183e-04,4.2587761863e-01
4.200000,4.2120734915e-04,4.1212000301e-01
4.250000,4.2659026091e-04,4.2821101892e-01
4.300000,4.2970333783e-04,4.2673210526e-01
4.350000,4.3395519273e-04,4.2450265012e-01
4.400000,4.4007211016e-04,4.2947718690e-01
4.450000,4.4426233587e-04,4.2780653499e-01
4.500000,4.5069727185e-04,4.3887378220e-01
4.550000,4.5573129080e-04,4.4901124685e-01
4.600000,4.5957790597e-04,4.4369753221e-01
4.650000,4.6568639623e-04,4.4320156882e-01
4.700000,4.6996274259e-04,4.6274890929e-01
4.750000,4.7376951010e-04,4.5121782779e-01
4.800000,4.7939740950e-04,4.6197960715e-01
4.850000,4.8449650079e-04,4.4806202497e-01
4.900000,4.9013111759e-04,4.4677396295e-01
4.950000,4.9543511273e-04,4.4447729687e-01
5.000000,4.9914259033e-04,4.7759500553e-01
5.050000,5.0678630925e-04,4.7416254507e-01
5.100000,5.0901804288e-04,4.8809574115e-01
5.150000,5.1551969308e-04,4.8411511572e-01
5.200000,5.1877864856e-04,4.8603594835e-01
5.250000,5.2566689851e-04,4.9806101104e-01
5.300000,5.3034561809e-04,5.0704958895e-01
5.350000,5.3454037947e-04,4.8629946645e-01
5.400000,5.4029393155e-04,5.1245783387e-01
5.450000,5.4562560432e-04,4.7091196708e-01
5.500000,5.5147867862e-04,5.0887233943e-01
5.550000,5.5431150517e-04,5.0982538732e-01
5.600000,5.6058309650e-04,5.1658449818e-01
5.650000,5.6526310494e-04,4.9606692428e-01
5.700000,5.6881467999e-04,5.0404111332e-01
5.750000,5.7473842937e-04,5.2063459715e-01
5.800000,5.8016749945e-04,5.2493961278e-01
5.850000,5.8318296241e-04,5.1255428106e-01
5.900000,5.8994408786e-04,5.0855804412e-01
5.950000,5.9662014290e-04,5.1920883727e-01
6.000000,5.9973879968e-04,5.3580504491e-01
6.050000,6.0473189240e-04,5.2224684179e-01
6.100000,6.0840403030e-04,5.3264825168e-01
6.150000,6.1610799043e-04,5.3900719506e-01
6.200000,6.2130560476e-04,5.4081807966e-01
