Time [s],Displacement [m],Force [N]
0.000000,0.0000000000e+00,-1.3314783854e-05
0.050000,5.5280333893e-06,7.4063801008e-02
0.100000,9.3237088330e-06,1.2999397000e-01
0.150000,1.5248683086e-05,2.0646336711e-01
0.200000,2.1256770759e-05,2.3041883805e-01
0.250000,2.3677714458e-05,3.0157030567e-01
0.300000,3.0621061474e-05,3.5338475634e-01
0.350000,3.4146189514e-05,4.3027408766e-01
0.400000,3.9029995406e-05,4.5608277105e-01
0.450000,4.5302213615e-05,4.6200796296e-01
0.500000,5.1969409043e-05,5.2651503811e-01
0.550000,5.5008271349e-05,6.2766346029e-01
0.600000,5.9607704032e-05,6.0344860802e-01
0.650000,6.5377254591e-05,6.9627229083e-01
0.700000,6.9506359251e-05,6.6467542425e-01
0.750000,7.4871657078e-05,6.9030979431e-01
0.800000,7.8938420861e-05,7.2882122072e-01
0.850000,8.3805945673e-05,8.5494261634e-01
0.900000,9.0559774320e-05,8.9784154302e-01
0.950000,9.6248920300e-05,8.4033427903e-01
1.000000,1.0009757373e-04,9.2329789371e-01
1.050000,1.0405149494e-04,8.7165818918e-01
1.100000,1.1280863116e-04,9.3242854017e-01
1.150000,1.1444372051e-04,9.8644341096e-01
1.200000,1.2136990898e-04,1.0532693602e+00
1.250000,1.2323189083e-04,1.0878255956e+00
1.300000,1.2883757329e-04,1.1306545352e+00
1.350000,1.3365601131e-04,1.0518240911e+00
1.400000,1.4081590356e-04,1.1598231325e+00
1.450000,1.4372210810e-04,1.1048153381e+00
1.500000,1.4946670063e-04,1.2177656356e+00
1.550000,1.5524084579e-04,1.1738280634e+00
1.600000,1.5996208464e-04,1.2253721894e+00
1.650000,1.6455819843e-04,1.2434960321e+00
1.700000,1.7143295088e-04,1.2742941801e+00
1.750000,1.7425074570e-04,1.2894944352e+00
1.800000,1.8106394052e-04,1.2591356811e+00
1.850000,1.8441474646e-04,1.3384531130e+00
1.900000,1.9178213543e-04,1.3045810337e+00
1.950000,1.9522668126e-04,1.3676116031e+00
2.000000,2.0018444974e-04,1.3537482178e+00
2.050000,2.0476595383e-04,1.5102246339e+00
2.100000,2.1068781259e-04,1.5095343485e+00
2.150000,2.1461424478e-04,1.6062423835e+00
2.200000,2.2142124983e-04,1.5498522652e+00
2.250000,2.2555418144e-04,1.4619481046e+00
2.300000,2.2943269036e-04,1.5554783462e+00
2.350000,2.3306264603e-04,1.6147723182e+00
2.400000,2.3935951652e-04,1.5458180089e+00
2.450000,2.4481560931e-04,1.5863277190e+00
2.500000,2.5057553976e-04,1.6003938188e+00
2.550000,2.5507403355e-04,1.4857770898e+00
2.600000,2.6048456047e-04,1.5947672043e+00
2.650000,2.6538618245e-04,1.6704693060e+00
2.700000,2.7002831368e-04,1.6303145943e+00
2.750000,2.7609455942e-04,1.6179466554e+00
2.800000,2.8115524939e-04,1.6838300973e+00
2.850000,2.8330636458e-04,1.7653122335e+00
2.900000,2.8974580359e-04,1.8575763090e+00
2.950000,2.9533679064e-04,1.8384142861e+00
3.000000,2.9912550880e-04,1.9847564474e+00
3.050000,3.0520531279e-04,1.8481162909e+00
3.100000,3.0662166871e-04,1.9832266156e+00
3.150000,3.1440825484e-04,1.8467025349e+00
3.200000,3.1930323158e-04,1.8934439296e+00
3.250000,3.2610609760e-04,1.8542690715e+00
3.300000,3.2992060655e-04,1.9470410827e+00
3.350000,3.3415668396e-04,1.9894631488e+00
3.400000,3.4126622325e-04,1.8797358973e+00
3.450000,3.4553426821e-04,1.8907245480e+00
3.500000,3.4948546121e-04,1.8584373081e+00
3.550000,3.5581939090e-04,2.0107441985e+00
3.600000,3.6079677981e-04,2.0132564045e+00
3.650000,3.6392505923e-04,2.0541073087e+00
3.700000,3.7021180368e-04,2.0247001099e+00
3.750000,3.7489497018e-04,2.0976444081e+00
3.800000,3.7870342969e-04,2.2100582789e+00
