Time [s],Displacement [m],Force [N]
0.000000,3.9254018918e-07,-7.2221620513e-06
0.050000,2.7582603212e-06,1.9628545553e-05
0.100000,1.2077657213e-05,1.6320744272e-04
0.150000,1.4377993130e-05,3.0068914699e-04
0.200000,1.9487947206e-05,5.1947499054e-04
0.250000,2.4570470657e-05,8.7455706354e-04
0.300000,3.1184520252e-05,1.2030459275e-03
0.350000,3.5334250002e-05,1.5488393356e-03
0.400000,3.8716807982e-05,2.1167058619e-03
0.450000,4.5710391329e-05,2.6911738385e-03
0.500000,4.9731918822e-05,2.9509626602e-03
0.550000,5.4928895179e-05,3.7715905406e-03
0.600000,5.9811378541e-05,4.1023522996e-03
0.650000,6.3391491528e-05,4.8875897082e-03
0.700000,7.1550214090e-05,6.1319457058e-03
0.750000,7.4715051634e-05,5.9441949151e-03
0.800000,7.8667808427e-05,7.4545275075e-03
0.850000,8.5017672739e-05,6.9622217502e-03
0.900000,8.9891840811e-05,8.8012860733e-03
0.950000,9.4536651404e-05,1.0067306698e-02
1.000000,9.8773201993e-05,1.0109730596e-02
1.050000,1.0667023466e-04,1.1678672287e-02
1.100000,1.0890053646e-04,1.3202308856e-02
1.150000,1.1535578949e-04,1.3859389902e-02
1.200000,1.1991037616e-04,1.4525306731e-02
1.250000,1.2623606383e-04,1.5875560314e-02
1.300000,1.3225850999e-04,1.6820481349e-02
1.350000,1.3420057654e-04,1.9178447272e-02
1.400000,1.3959422393e-04,1.9940229352e-02
1.450000,1.4524470387e-04,2.1582664965e-02
1.500000,1.4931688305e-04,2.1450796841e-02
1.550000,1.5480805955e-04,2.1889028763e-02
1.600000,1.5999121688e-04,2.4192761314e-02
1.650000,1.6510621039e-04,2.4445747306e-02
1.700000,1.6985912894e-04,2.5092571258e-02
1.750000,1.7567848450e-04,2.7853385579e-02
1.800000,1.8069875252e-04,2.6927984438e-02
1.850000,1.8519102191e-04,2.8793574348e-02
1.900000,1.9094930060e-04,3.0149449048e-02
1.950000,1.9485935784e-04,3.1125970206e-02
2.000000,2.0103616243e-04,3.4111379466e-02
2.050000,2.0375354361e-04,3.7052590910e-02
2.100000,2.1178120136e-04,3.7991654314e-02
2.150000,2.1620582102e-04,3.7943955726e-02
2.200000,2.2032699443e-04,4.0092097993e-02
2.250000,2.2361312941e-04,4.4139775041e-02
2.300000,2.3012818969e-04,4.5498498326e-02
2.350000,2.3484064999e-04,4.6290901571e-02
2.400000,2.3966986894e-04,5.0818469360e-02
2.450000,2.4510395042e-04,4.8764447821e-02
2.500000,2.5221593794e-04,5.3346562739e-02
2.550000,2.5495155397e-04,5.4218297591e-02
2.600000,2.6080511101e-04,5.3545628477e-02
2.650000,2.6518472644e-04,5.3432208693e-02
2.700000,2.7095123643e-04,6.5144708005e-02
2.750000,2.7436076152e-04,5.7044897092e-02
2.800000,2.8056323296e-04,6.2225479573e-02
2.850000,2.8352926575e-04,6.4077895160e-02
2.900000,2.8986190123e-04,6.7417129332e-02
2.950000,2.9530941060e-04,6.5368908859e-02
3.000000,3.0073484060e-04,6.8466536043e-02
3.050000,3.0373545348e-04,7.2158391238e-02
3.100000,3.0866159781e-04,7.6143408706e-02
3.150000,3.1494372278e-04,7.7557608964e-02
3.200000,3.2015211303e-04,7.2527157754e-02
3.250000,3.2568786547e-04,7.5192310070e-02
3.300000,3.3008308667e-04,8.3822094714e-02
3.350000,3.3392902279e-04,8.8225913475e-02
3.400000,3.3858088555e-04,9.4664023002e-02
3.450000,3.4727228347e-04,8.5810574049e-02
3.500000,3.5104833516e-04,9.0352830668e-02
3.550000,3.5467871196e-04,8.9899175297e-02
3.600000,3.6124465009e-04,9.0328529347e-02
3.650000,3.6590902579e-04,9.8842112987e-02
3.700000,3.7058424270e-04,9.1865826929e-02
3.750000,3.7589290221e-04,9.8905790331e-02
3.800000,3.8077880771e-04,1.0900911595e-01
3.850000,3.8554197842e-04,1.0304828335e-01
3.900000,3.8939076314e-04,1.0988263915e-01
3.950000,3.9457042190e-04,9.8549736617e-02
4.000000,4.0014441077e-04,1.0546941449e-01
4.050000,4.0375241174e-04,1.1786558345e-01
4.100000,4.0994863766e-04,1.1730387014e-01
4.150000,4.1422121870e-04,1.2711423232e-01
4.200000,4.1922983174e-04,1.2303852414e-01
